Date,Mine_Site,Weather_Condition,Temperature_C,Humidity_%,Rainfall_mm,Wind_Speed_kph,Dust_Level_ug_m3,Mining_Tip
2023-11-09,Murowa Diamond Mine,Hot,37.1,23.4,0.2,13.1,14.3,Monitor worker heat stress — schedule frequent breaks.
2023-11-10,Freda Rebecca Mine,Thunderstorms,27.7,79.6,7.1,44.3,52.1,Ensure workers seek shelter until storm passes.
2023-11-11,Karo Coal Mine,Windy,26.7,27.1,2.0,34.7,216.9,Check stability of conveyor belts and hoisting equipment.
2023-11-12,Shabanie Mashaba Mine,Rain,30.6,34.9,6.7,13.5,37.2,Postpone blasting operations until ground is stable.
2023-11-13,Unki Mine,Hot,30.5,40.9,1.4,13.9,74.4,Monitor worker heat stress — schedule frequent breaks.
2023-11-14,Freda Rebecca Mine,Rain,31.3,57.9,4.4,13.8,50.4,Postpone blasting operations until ground is stable.
2023-11-15,Murowa Diamond Mine,Clear,15.2,86.0,0.9,58.2,282.1,Good time for aerial surveys of the pit.
2023-11-16,ZIMPLATS Derby PGM Mine,Clear,29.7,70.1,1.4,26.6,136.5,Good time for aerial surveys of the pit.
2023-11-17,Unki Mine,Partly Cloudy,27.3,20.2,1.0,37.3,32.9,Schedule maintenance during cooler parts of the day.
2023-11-18,Shabanie Mashaba Mine,Windy,28.9,45.0,1.9,11.4,102.9,High wind may affect crane and lifting operations — use caution.
2023-11-19,Karo Coal Mine,Rain,32.2,34.5,13.9,9.4,69.4,Postpone blasting operations until ground is stable.
2023-11-20,Murowa Diamond Mine,Rain,32.8,40.0,0.7,40.3,61.2,Check water drainage systems around pits.
2023-11-21,Karo Coal Mine,Rain,15.4,52.1,19.1,58.0,79.7,Inspect haul roads for erosion and potholes.
2023-11-22,Murowa Diamond Mine,Hot,18.3,74.6,2.0,52.3,42.0,Inspect machinery cooling systems frequently.
2023-11-23,Murowa Diamond Mine,Clear,37.9,50.1,1.5,9.4,259.0,Good time for aerial surveys of the pit.
2023-11-24,Unki Mine,Partly Cloudy,39.4,81.3,0.4,7.0,76.4,Maintain ventilation checks before shift start.
2023-11-25,Unki Mine,Thunderstorms,33.0,31.6,5.2,28.9,78.3,Halt open-pit operations due to lightning risk.
2023-11-26,Renco Mine,Hot,37.8,35.3,0.7,9.9,38.5,Provide extra hydration stations at worksite.
2023-11-27,Karo Coal Mine,Windy,21.8,23.1,0.6,20.3,122.3,Monitor dust dispersion and adjust water sprays.
2023-11-28,Unki Mine,Windy,21.1,58.5,1.9,53.0,162.8,Check stability of conveyor belts and hoisting equipment.
2023-11-29,Murowa Diamond Mine,Rain,31.9,89.2,18.1,33.2,21.2,Inspect haul roads for erosion and potholes.
2023-11-30,Renco Mine,Hot,15.3,47.5,0.3,11.9,80.8,Provide extra hydration stations at worksite.
2023-12-01,Freda Rebecca Mine,Hot,20.4,58.6,0.8,36.9,79.2,Inspect machinery cooling systems frequently.
2023-12-02,ZIMPLATS Derby PGM Mine,Windy,29.4,42.7,1.9,40.5,58.5,Check stability of conveyor belts and hoisting equipment.
2023-12-03,Karo Coal Mine,Hot,30.9,92.0,0.7,4.3,10.1,Provide extra hydration stations at worksite.
2023-12-04,Freda Rebecca Mine,Rain,29.8,82.9,5.6,38.4,38.7,Inspect haul roads for erosion and potholes.
2023-12-05,Freda Rebecca Mine,Thunderstorms,30.5,59.3,6.5,4.4,99.1,Ensure workers seek shelter until storm passes.
2023-12-06,Unki Mine,Hot,23.1,73.7,1.8,9.1,96.0,Monitor worker heat stress — schedule frequent breaks.
2023-12-07,Murowa Diamond Mine,Thunderstorms,28.8,75.5,18.2,48.3,57.9,Secure loose equipment and materials.
2023-12-08,Shabanie Mashaba Mine,Thunderstorms,23.6,89.3,19.0,34.9,99.1,Secure loose equipment and materials.
2023-12-09,Unki Mine,Clear,16.5,26.7,1.0,35.9,84.8,Ensure dust controls are in place during dry conditions.
2023-12-10,Unki Mine,Thunderstorms,29.7,51.7,13.2,24.2,64.8,Secure loose equipment and materials.
2023-12-11,Unki Mine,Rain,30.8,59.1,15.6,26.0,58.4,Inspect haul roads for erosion and potholes.
2023-12-12,Freda Rebecca Mine,Thunderstorms,25.1,54.7,18.5,8.0,37.2,Ensure workers seek shelter until storm passes.
2023-12-13,Murowa Diamond Mine,Windy,39.2,21.5,1.9,4.7,170.0,Check stability of conveyor belts and hoisting equipment.
2023-12-14,Murowa Diamond Mine,Thunderstorms,26.1,91.7,9.7,34.8,45.8,Ensure workers seek shelter until storm passes.
2023-12-15,ZIMPLATS Derby PGM Mine,Partly Cloudy,27.1,57.2,0.0,40.9,93.5,Maintain ventilation checks before shift start.
2023-12-16,Freda Rebecca Mine,Partly Cloudy,39.0,83.8,1.6,51.6,14.3,Maintain ventilation checks before shift start.
2023-12-17,Freda Rebecca Mine,Rain,35.7,74.9,8.8,29.6,48.7,Inspect haul roads for erosion and potholes.
2023-12-18,Unki Mine,Hot,17.1,29.1,0.4,59.8,84.5,Provide extra hydration stations at worksite.
2023-12-19,Unki Mine,Hot,15.0,74.9,1.5,15.0,37.1,Provide extra hydration stations at worksite.
2023-12-20,ZIMPLATS Derby PGM Mine,Clear,37.3,33.7,1.7,24.0,68.9,Optimal visibility — schedule blasting operations or inspections.
2023-12-21,ZIMPLATS Derby PGM Mine,Hot,33.2,28.2,1.4,51.2,99.4,Monitor worker heat stress — schedule frequent breaks.
2023-12-22,ZIMPLATS Derby PGM Mine,Rain,22.8,39.1,13.5,53.6,68.3,Postpone blasting operations until ground is stable.
2023-12-23,Shabanie Mashaba Mine,Partly Cloudy,21.3,27.6,0.1,10.8,10.6,Schedule maintenance during cooler parts of the day.
2023-12-24,Karo Coal Mine,Hot,20.3,63.4,1.3,17.2,40.6,Inspect machinery cooling systems frequently.
2023-12-25,Renco Mine,Clear,19.5,32.8,0.6,26.1,252.2,Good time for aerial surveys of the pit.
2023-12-26,Renco Mine,Hot,20.4,90.9,1.8,51.6,55.5,Provide extra hydration stations at worksite.
2023-12-27,Freda Rebecca Mine,Hot,29.8,86.2,0.7,28.7,65.1,Monitor worker heat stress — schedule frequent breaks.
2023-12-28,Karo Coal Mine,Windy,17.3,54.9,1.3,4.3,71.7,High wind may affect crane and lifting operations — use caution.
2023-12-29,Unki Mine,Partly Cloudy,24.1,33.3,1.2,24.8,91.6,Schedule maintenance during cooler parts of the day.
2023-12-30,Murowa Diamond Mine,Clear,29.0,20.9,0.1,55.1,205.1,Ensure dust controls are in place during dry conditions.
2023-12-31,ZIMPLATS Derby PGM Mine,Windy,25.5,65.5,0.0,58.9,173.3,Check stability of conveyor belts and hoisting equipment.
2024-01-01,Renco Mine,Rain,30.7,28.6,0.3,27.7,14.4,Inspect haul roads for erosion and potholes.
2024-01-02,Unki Mine,Clear,26.4,39.3,1.4,11.2,272.7,Optimal visibility — schedule blasting operations or inspections.
2024-01-03,Shabanie Mashaba Mine,Partly Cloudy,22.8,20.4,1.4,31.8,40.7,Maintain ventilation checks before shift start.
2024-01-04,Shabanie Mashaba Mine,Thunderstorms,35.6,60.2,19.8,29.3,18.1,Secure loose equipment and materials.
2024-01-05,Freda Rebecca Mine,Clear,26.8,66.9,1.7,5.4,146.8,Ensure dust controls are in place during dry conditions.
2024-01-06,Shabanie Mashaba Mine,Partly Cloudy,16.4,85.2,1.1,35.6,32.6,Monitor light levels in underground shafts.
2024-01-07,Renco Mine,Rain,32.3,35.1,9.8,51.2,10.9,Check water drainage systems around pits.
2024-01-08,Unki Mine,Clear,24.2,66.0,0.1,7.6,55.8,Ensure dust controls are in place during dry conditions.
2024-01-09,ZIMPLATS Derby PGM Mine,Thunderstorms,17.6,29.8,10.7,23.5,12.0,Halt open-pit operations due to lightning risk.
2024-01-10,Freda Rebecca Mine,Partly Cloudy,19.7,26.6,1.2,34.4,11.6,Maintain ventilation checks before shift start.
2024-01-11,Shabanie Mashaba Mine,Thunderstorms,38.4,94.8,16.9,36.7,37.6,Ensure workers seek shelter until storm passes.
2024-01-12,Shabanie Mashaba Mine,Windy,16.0,62.6,0.2,45.2,178.5,Monitor dust dispersion and adjust water sprays.
2024-01-13,Renco Mine,Rain,21.5,75.1,12.8,17.9,30.3,Inspect haul roads for erosion and potholes.
2024-01-14,ZIMPLATS Derby PGM Mine,Rain,30.9,79.9,11.2,28.4,17.2,Inspect haul roads for erosion and potholes.
2024-01-15,Freda Rebecca Mine,Rain,36.6,63.1,2.5,53.5,21.7,Postpone blasting operations until ground is stable.
2024-01-16,Murowa Diamond Mine,Rain,20.9,51.8,0.3,1.1,27.2,Postpone blasting operations until ground is stable.
2024-01-17,Shabanie Mashaba Mine,Rain,35.0,86.9,16.3,11.9,81.1,Check water drainage systems around pits.
2024-01-18,ZIMPLATS Derby PGM Mine,Hot,22.1,61.6,0.9,48.1,26.1,Monitor worker heat stress — schedule frequent breaks.
2024-01-19,Murowa Diamond Mine,Partly Cloudy,18.7,47.4,1.0,38.8,70.7,Maintain ventilation checks before shift start.
2024-01-20,Unki Mine,Clear,18.1,92.5,0.7,59.9,269.8,Good time for aerial surveys of the pit.
2024-01-21,Freda Rebecca Mine,Thunderstorms,26.7,91.5,1.4,15.0,56.0,Ensure workers seek shelter until storm passes.
2024-01-22,Shabanie Mashaba Mine,Partly Cloudy,32.5,56.1,0.8,25.4,83.9,Schedule maintenance during cooler parts of the day.
2024-01-23,Murowa Diamond Mine,Partly Cloudy,22.4,24.3,1.3,50.2,75.7,Schedule maintenance during cooler parts of the day.
2024-01-24,Unki Mine,Clear,36.3,40.8,0.2,14.6,203.5,Optimal visibility — schedule blasting operations or inspections.
2024-01-25,Murowa Diamond Mine,Hot,29.0,40.8,2.0,24.7,37.2,Inspect machinery cooling systems frequently.
2024-01-26,Shabanie Mashaba Mine,Partly Cloudy,34.5,37.5,1.0,41.5,78.2,Monitor light levels in underground shafts.
2024-01-27,ZIMPLATS Derby PGM Mine,Rain,26.0,48.2,9.0,40.2,70.7,Postpone blasting operations until ground is stable.
2024-01-28,ZIMPLATS Derby PGM Mine,Thunderstorms,24.9,31.6,1.7,40.2,67.6,Ensure workers seek shelter until storm passes.
2024-01-29,ZIMPLATS Derby PGM Mine,Thunderstorms,17.4,48.2,10.7,0.2,62.7,Halt open-pit operations due to lightning risk.
2024-01-30,Unki Mine,Clear,19.6,66.6,0.6,15.6,56.5,Good time for aerial surveys of the pit.
2024-01-31,Renco Mine,Partly Cloudy,29.9,84.9,1.2,12.6,42.6,Maintain ventilation checks before shift start.
2024-02-01,Freda Rebecca Mine,Windy,23.4,29.9,1.8,38.3,292.3,High wind may affect crane and lifting operations — use caution.
2024-02-02,Shabanie Mashaba Mine,Clear,18.0,20.6,1.7,33.4,134.9,Ensure dust controls are in place during dry conditions.
2024-02-03,Freda Rebecca Mine,Hot,38.9,29.7,2.0,38.4,85.8,Monitor worker heat stress — schedule frequent breaks.
2024-02-04,ZIMPLATS Derby PGM Mine,Hot,29.9,26.2,1.0,55.6,40.3,Provide extra hydration stations at worksite.
2024-02-05,ZIMPLATS Derby PGM Mine,Windy,20.8,25.8,0.8,21.9,96.2,High wind may affect crane and lifting operations — use caution.
2024-02-06,Karo Coal Mine,Partly Cloudy,21.1,87.1,1.3,40.4,93.3,Maintain ventilation checks before shift start.
2024-02-07,Murowa Diamond Mine,Clear,37.7,33.7,0.2,23.9,62.4,Optimal visibility — schedule blasting operations or inspections.
2024-02-08,Freda Rebecca Mine,Partly Cloudy,16.8,24.6,2.0,0.8,55.3,Monitor light levels in underground shafts.
2024-02-09,Karo Coal Mine,Hot,26.4,37.2,0.6,2.1,58.2,Provide extra hydration stations at worksite.
2024-02-10,Shabanie Mashaba Mine,Clear,20.7,35.4,0.2,15.8,134.5,Good time for aerial surveys of the pit.
2024-02-11,Shabanie Mashaba Mine,Clear,32.3,71.2,1.9,35.3,294.9,Optimal visibility — schedule blasting operations or inspections.
2024-02-12,Karo Coal Mine,Clear,28.3,26.8,1.8,34.4,193.9,Optimal visibility — schedule blasting operations or inspections.
2024-02-13,Karo Coal Mine,Windy,27.9,20.8,0.0,23.7,133.8,Monitor dust dispersion and adjust water sprays.
2024-02-14,Shabanie Mashaba Mine,Hot,33.1,59.0,0.4,11.6,25.6,Monitor worker heat stress — schedule frequent breaks.
2024-02-15,ZIMPLATS Derby PGM Mine,Hot,22.7,44.1,1.9,46.8,79.2,Monitor worker heat stress — schedule frequent breaks.
2024-02-16,Renco Mine,Partly Cloudy,31.3,65.3,1.4,16.8,32.4,Maintain ventilation checks before shift start.
2024-02-17,ZIMPLATS Derby PGM Mine,Rain,39.1,25.3,17.8,47.5,27.8,Postpone blasting operations until ground is stable.
2024-02-18,Renco Mine,Windy,29.1,61.4,0.5,35.6,165.0,High wind may affect crane and lifting operations — use caution.
2024-02-19,Murowa Diamond Mine,Hot,19.2,77.2,0.6,34.2,17.2,Provide extra hydration stations at worksite.
2024-02-20,Murowa Diamond Mine,Clear,26.1,30.5,0.5,1.2,251.3,Ensure dust controls are in place during dry conditions.
2024-02-21,Freda Rebecca Mine,Clear,17.9,90.6,1.4,4.3,141.2,Good time for aerial surveys of the pit.
2024-02-22,Unki Mine,Partly Cloudy,27.3,20.3,0.0,29.2,16.0,Schedule maintenance during cooler parts of the day.
2024-02-23,Renco Mine,Rain,35.1,77.0,6.1,13.9,80.8,Postpone blasting operations until ground is stable.
2024-02-24,Freda Rebecca Mine,Rain,16.6,76.7,3.9,15.0,55.9,Check water drainage systems around pits.
2024-02-25,Murowa Diamond Mine,Thunderstorms,28.3,42.2,12.4,31.1,30.2,Secure loose equipment and materials.
2024-02-26,ZIMPLATS Derby PGM Mine,Thunderstorms,23.5,39.7,4.3,1.1,75.5,Secure loose equipment and materials.
2024-02-27,Karo Coal Mine,Clear,24.1,64.7,0.6,58.8,294.7,Optimal visibility — schedule blasting operations or inspections.
2024-02-28,Karo Coal Mine,Windy,35.8,51.5,0.0,22.3,188.3,High wind may affect crane and lifting operations — use caution.
2024-02-29,Shabanie Mashaba Mine,Hot,33.3,27.2,0.9,35.4,77.8,Monitor worker heat stress — schedule frequent breaks.
2024-03-01,Unki Mine,Windy,32.8,37.4,0.3,16.3,257.6,Monitor dust dispersion and adjust water sprays.
2024-03-02,Karo Coal Mine,Hot,15.1,28.7,0.0,0.4,93.4,Provide extra hydration stations at worksite.
2024-03-03,Freda Rebecca Mine,Partly Cloudy,19.6,52.5,1.0,54.8,24.9,Monitor light levels in underground shafts.
2024-03-04,ZIMPLATS Derby PGM Mine,Partly Cloudy,32.5,37.8,1.1,25.5,48.9,Schedule maintenance during cooler parts of the day.
2024-03-05,Freda Rebecca Mine,Windy,20.2,80.1,1.4,26.4,244.4,High wind may affect crane and lifting operations — use caution.
2024-03-06,Unki Mine,Thunderstorms,20.3,73.9,11.1,54.7,66.2,Secure loose equipment and materials.
2024-03-07,Karo Coal Mine,Clear,30.2,73.5,1.3,13.9,284.5,Ensure dust controls are in place during dry conditions.
2024-03-08,Karo Coal Mine,Rain,17.0,83.6,18.0,17.6,39.4,Postpone blasting operations until ground is stable.
2024-03-09,Unki Mine,Rain,22.9,69.9,7.6,6.4,79.2,Inspect haul roads for erosion and potholes.
2024-03-10,ZIMPLATS Derby PGM Mine,Rain,25.8,61.5,10.4,20.7,16.3,Postpone blasting operations until ground is stable.
2024-03-11,Murowa Diamond Mine,Windy,38.1,49.3,1.9,9.0,250.5,Check stability of conveyor belts and hoisting equipment.
2024-03-12,Karo Coal Mine,Thunderstorms,33.7,80.8,14.2,25.8,57.8,Halt open-pit operations due to lightning risk.
2024-03-13,Murowa Diamond Mine,Clear,27.6,25.0,1.4,11.0,131.6,Good time for aerial surveys of the pit.
2024-03-14,Unki Mine,Windy,19.0,64.0,0.2,27.2,247.0,Check stability of conveyor belts and hoisting equipment.
2024-03-15,Murowa Diamond Mine,Thunderstorms,32.7,81.7,15.6,0.2,53.0,Halt open-pit operations due to lightning risk.
2024-03-16,Renco Mine,Thunderstorms,32.5,31.8,1.0,55.6,28.0,Ensure workers seek shelter until storm passes.
2024-03-17,ZIMPLATS Derby PGM Mine,Clear,20.2,46.4,1.2,30.5,150.6,Good time for aerial surveys of the pit.
2024-03-18,Unki Mine,Windy,33.1,54.7,0.1,46.2,118.9,Monitor dust dispersion and adjust water sprays.
2024-03-19,Karo Coal Mine,Thunderstorms,33.2,33.5,9.3,45.0,16.3,Halt open-pit operations due to lightning risk.
2024-03-20,Freda Rebecca Mine,Hot,22.8,52.7,1.9,50.8,57.7,Monitor worker heat stress — schedule frequent breaks.
2024-03-21,Freda Rebecca Mine,Thunderstorms,31.2,20.6,7.1,28.4,59.0,Ensure workers seek shelter until storm passes.
2024-03-22,Unki Mine,Thunderstorms,34.5,41.9,11.3,5.2,54.4,Ensure workers seek shelter until storm passes.
2024-03-23,Freda Rebecca Mine,Rain,25.3,43.9,4.8,16.4,24.0,Check water drainage systems around pits.
2024-03-24,ZIMPLATS Derby PGM Mine,Partly Cloudy,21.6,43.3,1.2,55.2,88.5,Monitor light levels in underground shafts.
2024-03-25,Karo Coal Mine,Thunderstorms,21.0,81.5,15.8,13.1,81.6,Halt open-pit operations due to lightning risk.
2024-03-26,Karo Coal Mine,Hot,34.0,26.2,0.8,15.7,73.1,Inspect machinery cooling systems frequently.
2024-03-27,Karo Coal Mine,Clear,34.7,74.9,0.9,21.3,100.0,Ensure dust controls are in place during dry conditions.
2024-03-28,Unki Mine,Partly Cloudy,20.5,39.5,1.7,29.0,66.0,Monitor light levels in underground shafts.
2024-03-29,ZIMPLATS Derby PGM Mine,Partly Cloudy,25.2,58.2,0.1,55.2,75.9,Maintain ventilation checks before shift start.
2024-03-30,Renco Mine,Rain,20.3,37.9,3.8,55.0,92.1,Check water drainage systems around pits.
2024-03-31,Unki Mine,Thunderstorms,28.3,69.2,11.9,33.8,64.4,Ensure workers seek shelter until storm passes.
2024-04-01,Karo Coal Mine,Clear,34.8,35.9,1.9,46.8,64.1,Optimal visibility — schedule blasting operations or inspections.
2024-04-02,Murowa Diamond Mine,Clear,21.5,81.0,1.4,1.4,165.0,Ensure dust controls are in place during dry conditions.
2024-04-03,Renco Mine,Windy,32.7,87.4,0.9,29.2,123.7,Check stability of conveyor belts and hoisting equipment.
2024-04-04,ZIMPLATS Derby PGM Mine,Clear,32.1,87.3,0.1,42.7,96.0,Good time for aerial surveys of the pit.
2024-04-05,Karo Coal Mine,Thunderstorms,15.2,80.7,2.8,24.5,57.1,Halt open-pit operations due to lightning risk.
2024-04-06,Unki Mine,Thunderstorms,22.1,29.5,11.8,16.4,57.1,Secure loose equipment and materials.
2024-04-07,Karo Coal Mine,Partly Cloudy,18.8,78.1,1.3,49.5,22.8,Schedule maintenance during cooler parts of the day.
2024-04-08,Unki Mine,Hot,31.3,68.2,1.3,21.6,81.7,Inspect machinery cooling systems frequently.
2024-04-09,Shabanie Mashaba Mine,Hot,22.5,77.8,1.5,9.0,43.4,Inspect machinery cooling systems frequently.
2024-04-10,ZIMPLATS Derby PGM Mine,Hot,26.1,93.5,0.6,27.9,31.7,Inspect machinery cooling systems frequently.
2024-04-11,Shabanie Mashaba Mine,Clear,22.6,22.0,0.3,11.8,147.3,Optimal visibility — schedule blasting operations or inspections.
2024-04-12,Shabanie Mashaba Mine,Clear,16.7,45.3,1.5,17.6,150.6,Good time for aerial surveys of the pit.
2024-04-13,Unki Mine,Rain,24.7,87.9,6.6,14.8,17.7,Inspect haul roads for erosion and potholes.
2024-04-14,Karo Coal Mine,Clear,27.6,40.2,1.7,30.0,191.4,Ensure dust controls are in place during dry conditions.
2024-04-15,Karo Coal Mine,Hot,22.1,27.5,0.2,37.4,94.3,Inspect machinery cooling systems frequently.
2024-04-16,Renco Mine,Rain,21.4,91.1,4.2,7.1,73.1,Check water drainage systems around pits.
2024-04-17,ZIMPLATS Derby PGM Mine,Thunderstorms,34.1,59.3,4.3,37.1,49.7,Ensure workers seek shelter until storm passes.
2024-04-18,Freda Rebecca Mine,Rain,23.5,38.0,7.4,11.5,36.8,Check water drainage systems around pits.
2024-04-19,Unki Mine,Windy,37.9,88.6,0.8,10.2,114.0,Check stability of conveyor belts and hoisting equipment.
2024-04-20,Freda Rebecca Mine,Hot,33.6,38.1,1.5,25.2,66.3,Inspect machinery cooling systems frequently.
2024-04-21,Unki Mine,Clear,16.7,66.5,0.9,11.7,122.8,Ensure dust controls are in place during dry conditions.
2024-04-22,Murowa Diamond Mine,Clear,39.9,35.2,0.7,59.8,272.9,Optimal visibility — schedule blasting operations or inspections.
2024-04-23,Karo Coal Mine,Clear,39.3,34.1,1.0,36.4,282.0,Ensure dust controls are in place during dry conditions.
2024-04-24,Murowa Diamond Mine,Thunderstorms,38.2,71.4,7.1,11.0,72.7,Ensure workers seek shelter until storm passes.
2024-04-25,Renco Mine,Hot,35.3,28.5,0.7,12.1,24.9,Inspect machinery cooling systems frequently.
2024-04-26,Renco Mine,Clear,29.2,31.3,0.3,48.0,293.5,Good time for aerial surveys of the pit.
2024-04-27,Karo Coal Mine,Windy,28.6,30.3,1.4,26.4,283.5,High wind may affect crane and lifting operations — use caution.
2024-04-28,Shabanie Mashaba Mine,Clear,38.4,71.1,0.8,46.7,274.8,Ensure dust controls are in place during dry conditions.
2024-04-29,Shabanie Mashaba Mine,Windy,38.9,71.1,1.8,44.2,207.1,High wind may affect crane and lifting operations — use caution.
2024-04-30,Murowa Diamond Mine,Thunderstorms,18.1,84.6,17.6,36.0,71.5,Halt open-pit operations due to lightning risk.
2024-05-01,ZIMPLATS Derby PGM Mine,Hot,22.7,91.0,1.7,56.0,54.7,Provide extra hydration stations at worksite.
2024-05-02,Freda Rebecca Mine,Windy,28.0,42.4,1.8,6.2,282.2,Monitor dust dispersion and adjust water sprays.
2024-05-03,Renco Mine,Partly Cloudy,18.2,57.9,1.6,49.9,11.3,Maintain ventilation checks before shift start.
2024-05-04,ZIMPLATS Derby PGM Mine,Thunderstorms,36.8,46.3,3.8,31.7,18.3,Halt open-pit operations due to lightning risk.
2024-05-05,ZIMPLATS Derby PGM Mine,Windy,35.5,68.6,1.4,15.7,244.0,Monitor dust dispersion and adjust water sprays.
2024-05-06,Freda Rebecca Mine,Clear,21.0,81.2,0.8,56.2,150.5,Optimal visibility — schedule blasting operations or inspections.
2024-05-07,Freda Rebecca Mine,Windy,15.6,34.4,0.2,53.8,189.5,Check stability of conveyor belts and hoisting equipment.
2024-05-08,Unki Mine,Thunderstorms,33.1,91.8,7.2,12.1,47.8,Ensure workers seek shelter until storm passes.
2024-05-09,Unki Mine,Hot,25.6,81.4,1.0,44.9,42.8,Inspect machinery cooling systems frequently.
2024-05-10,Unki Mine,Rain,39.3,60.4,10.3,43.9,28.4,Inspect haul roads for erosion and potholes.
2024-05-11,Shabanie Mashaba Mine,Thunderstorms,18.8,51.1,14.5,19.0,90.9,Secure loose equipment and materials.
2024-05-12,Murowa Diamond Mine,Thunderstorms,34.1,45.3,13.6,22.3,39.7,Ensure workers seek shelter until storm passes.
2024-05-13,Karo Coal Mine,Partly Cloudy,38.5,81.8,1.4,53.9,65.6,Monitor light levels in underground shafts.
2024-05-14,Freda Rebecca Mine,Hot,28.3,94.6,0.5,48.7,20.9,Provide extra hydration stations at worksite.
2024-05-15,Freda Rebecca Mine,Windy,26.0,57.3,1.7,27.4,93.5,Monitor dust dispersion and adjust water sprays.
2024-05-16,Murowa Diamond Mine,Windy,19.4,37.3,0.3,9.0,194.9,Monitor dust dispersion and adjust water sprays.
2024-05-17,Renco Mine,Partly Cloudy,18.2,66.6,1.2,53.7,64.7,Schedule maintenance during cooler parts of the day.
2024-05-18,ZIMPLATS Derby PGM Mine,Rain,26.2,25.1,5.2,19.3,65.9,Postpone blasting operations until ground is stable.
2024-05-19,Karo Coal Mine,Windy,23.5,21.1,0.1,12.4,273.5,Monitor dust dispersion and adjust water sprays.
2024-05-20,ZIMPLATS Derby PGM Mine,Thunderstorms,19.1,55.9,15.2,40.0,15.1,Halt open-pit operations due to lightning risk.
2024-05-21,Unki Mine,Hot,17.3,21.0,0.4,22.2,26.3,Monitor worker heat stress — schedule frequent breaks.
2024-05-22,Unki Mine,Clear,25.4,55.0,0.9,3.6,63.9,Good time for aerial surveys of the pit.
2024-05-23,Murowa Diamond Mine,Hot,18.8,77.2,0.4,14.2,64.1,Provide extra hydration stations at worksite.
2024-05-24,ZIMPLATS Derby PGM Mine,Rain,38.9,40.4,6.2,3.5,42.1,Check water drainage systems around pits.
2024-05-25,ZIMPLATS Derby PGM Mine,Rain,24.1,91.7,12.2,34.4,47.7,Postpone blasting operations until ground is stable.
2024-05-26,Unki Mine,Windy,15.8,35.2,0.9,52.5,138.0,High wind may affect crane and lifting operations — use caution.
2024-05-27,Shabanie Mashaba Mine,Hot,32.7,72.7,2.0,19.2,78.9,Inspect machinery cooling systems frequently.
2024-05-28,Murowa Diamond Mine,Windy,33.0,42.3,1.7,3.1,206.4,High wind may affect crane and lifting operations — use caution.
2024-05-29,Murowa Diamond Mine,Hot,29.0,86.4,1.3,52.9,52.4,Inspect machinery cooling systems frequently.
2024-05-30,Freda Rebecca Mine,Partly Cloudy,29.6,83.6,0.1,57.4,50.2,Schedule maintenance during cooler parts of the day.
2024-05-31,ZIMPLATS Derby PGM Mine,Hot,26.4,79.4,0.8,57.0,10.3,Inspect machinery cooling systems frequently.
2024-06-01,Shabanie Mashaba Mine,Thunderstorms,18.9,22.0,13.0,14.7,38.1,Halt open-pit operations due to lightning risk.
2024-06-02,Freda Rebecca Mine,Windy,28.6,77.2,0.1,27.6,287.2,High wind may affect crane and lifting operations — use caution.
2024-06-03,Unki Mine,Hot,16.7,45.5,0.7,12.1,17.7,Monitor worker heat stress — schedule frequent breaks.
2024-06-04,Unki Mine,Windy,35.4,87.7,1.1,18.7,279.6,Check stability of conveyor belts and hoisting equipment.
2024-06-05,Renco Mine,Windy,26.8,89.1,1.0,58.7,116.6,High wind may affect crane and lifting operations — use caution.
2024-06-06,Freda Rebecca Mine,Rain,15.8,66.7,8.6,6.2,45.9,Check water drainage systems around pits.
2024-06-07,Freda Rebecca Mine,Thunderstorms,21.0,88.9,3.4,56.1,76.1,Secure loose equipment and materials.
2024-06-08,Murowa Diamond Mine,Partly Cloudy,34.9,91.8,1.3,12.2,14.2,Maintain ventilation checks before shift start.
2024-06-09,Renco Mine,Thunderstorms,32.4,49.9,4.0,34.3,97.9,Secure loose equipment and materials.
2024-06-10,Renco Mine,Windy,28.3,40.5,0.6,49.7,91.0,Monitor dust dispersion and adjust water sprays.
2024-06-11,Shabanie Mashaba Mine,Partly Cloudy,23.1,33.4,0.9,12.0,30.0,Monitor light levels in underground shafts.
2024-06-12,ZIMPLATS Derby PGM Mine,Thunderstorms,20.5,38.6,18.1,55.8,58.4,Halt open-pit operations due to lightning risk.
2024-06-13,ZIMPLATS Derby PGM Mine,Windy,16.4,30.3,2.0,38.7,105.9,High wind may affect crane and lifting operations — use caution.
2024-06-14,Karo Coal Mine,Clear,19.7,51.8,0.9,51.3,144.1,Good time for aerial surveys of the pit.
2024-06-15,ZIMPLATS Derby PGM Mine,Windy,37.5,53.4,1.7,52.4,52.8,High wind may affect crane and lifting operations — use caution.
2024-06-16,Unki Mine,Clear,32.5,92.6,0.8,48.8,177.4,Ensure dust controls are in place during dry conditions.
2024-06-17,Murowa Diamond Mine,Rain,23.8,57.7,16.1,49.7,38.2,Postpone blasting operations until ground is stable.
2024-06-18,Murowa Diamond Mine,Windy,22.1,62.2,1.7,53.8,196.8,Monitor dust dispersion and adjust water sprays.
2024-06-19,Unki Mine,Clear,15.3,63.1,1.3,2.6,200.6,Optimal visibility — schedule blasting operations or inspections.
2024-06-20,Murowa Diamond Mine,Clear,32.3,67.6,1.0,43.7,269.6,Optimal visibility — schedule blasting operations or inspections.
